id_municipio,serie,rede,taxa_alfabetizacao,media_portugues,proporcao_aluno_nivel_0,proporcao_aluno_nivel_1,proporcao_aluno_nivel_2,proporcao_aluno_nivel_3,proporcao_aluno_nivel_4,proporcao_aluno_nivel_5,proporcao_aluno_nivel_6,proporcao_aluno_nivel_7,proporcao_aluno_nivel_8,_ingested_at,ano,meta_alfabetizacao,ano_meta,diferenca,target,num_escolas,total_matriculas_anos_iniciais,total_matriculas_2_ano,total_docentes_anos_iniciais,pct_agua_potavel,pct_energia_rede_publica,pct_esgoto_rede_publica,pct_internet,pct_biblioteca,pct_laboratorio_informatica,pct_quadra_esportes,populacao,pib_ultimo_disponivel,va_agropecuaria_ultimo_disponivel,va_industria_ultimo_disponivel,va_servicos_ultimo_disponivel
3107000,2,3,58.22,746.74,0.0,6.96,3.68,13.93,20.5,40.61,11.03,3.29,0.0,2026-07-12T12:12:33.670967+00:00,2024,80.0,2024,-21.78,0,3,138,32,8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2409,75634000,,,
2913002,2,3,37.36,727.64,2.2,7.69,14.29,21.98,27.47,14.29,8.79,3.3,0.0,2026-07-12T12:12:33.670967+00:00,2024,65.11,2024,-27.75,0,17,867,175,43,0.6470588235294118,1.0,0.29411764705882354,0.9411764705882352,0.47058823529411764,0.058823529411764705,0.4117647058823529,15062,145140000,,,
2705705,2,3,45.46,732.24,6.09,6.2,10.14,15.45,24.23,21.08,12.08,3.3,1.42,2026-07-12T12:12:33.670967+00:00,2024,46.38,2024,-0.9200000000000017,0,12,1395,282,61,1.0,1.0,0.0,0.9166666666666666,0.33333333333333337,0.0,0.08333333333333333,21132,343111000,,,
4103040,2,3,60.49,749.77,0.0,1.53,7.56,15.25,18.24,39.92,12.63,3.3,1.59,2026-07-12T12:12:33.670967+00:00,2024,75.58,2024,-15.089999999999996,0,8,461,87,30,1.0,1.0,0.25000000000000006,1.0,0.375,0.0,0.125,6244,449414000,,,
4116802,2,3,88.03,769.04,0.0,0.0,0.94,1.91,16.42,48.37,24.78,3.3,4.29,2026-07-12T12:12:33.670967+00:00,2024,79.57,2024,8.460000000000008,1,6,461,105,43,1.0,1.0,0.0,1.0,0.4,0.2,0.6,6799,341725000,,,
2405801,2,3,35.88,724.8,3.97,11.26,14.8,23.28,15.97,15.6,9.3,3.31,2.49,2026-07-12T12:12:33.670967+00:00,2024,29.74,2024,6.140000000000004,1,68,2166,411,98,0.9722222222222221,1.0,0.7499999999999999,0.6944444444444443,0.19444444444444445,0.19444444444444445,0.08333333333333334,34768,1527022000,,,
4108700,2,3,61.6,748.29,0.0,2.29,6.86,10.41,29.01,32.11,16.01,3.31,0.0,2026-07-12T12:12:33.670967+00:00,2024,67.46,2024,-5.859999999999992,0,5,410,99,26,1.0,1.0,0.0,1.0,0.2,0.0,0.4,5586,177555000,,,
2101301,2,3,57.55,743.09,2.33,2.83,13.06,10.05,22.05,28.11,17.16,3.32,1.1,2026-07-12T12:12:33.670967+00:00,2024,69.66,2024,-12.11,0,30,1231,245,80,0.9666666666666666,1.0,0.0,0.9666666666666666,0.03333333333333333,0.03333333333333334,0.06666666666666667,16610,156363000,,,
2924108,2,3,13.33,711.6,0.0,10.0,33.33,23.33,26.67,3.33,0.0,3.33,0.0,2026-07-12T12:12:33.670967+00:00,2024,27.85,2024,-14.520000000000001,0,23,524,88,25,1.0,1.0,0.049999999999999996,0.8999999999999998,0.0,0.0,0.1,6415,68924000,,,
2200905,2,3,30.0,730.7,0.0,6.67,16.67,16.67,33.33,10.0,13.33,3.33,0.0,2026-07-12T12:12:33.670967+00:00,2024,61.39,2024,-31.39,0,11,299,53,18,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.1111111111111111,5433,69489000,,,
2903953,2,3,24.44,718.29,1.11,11.11,21.11,27.78,16.67,12.22,6.67,3.33,0.0,2026-07-12T12:12:33.670967+00:00,2024,47.9,2024,-23.459999999999997,0,10,632,130,53,1.0,1.0,0.0,1.0,0.2222222222222222,0.1111111111111111,0.22222222222222227,10028,92366000,,,
2514701,2,3,48.54,739.14,0.0,6.46,6.46,22.92,32.29,12.5,16.04,3.33,0.0,2026-07-12T12:12:33.670967+00:00,2024,56.21,2024,-7.670000000000002,0,7,252,39,15,1.0,1.0,0.4285714285714286,1.0,0.0,0.14285714285714285,0.14285714285714285,4270,129591000,,,
4309753,2,3,41.4,735.0676,3.51,7.02,10.18,20.7,27.72,13.86,6.84,3.33,6.84,2026-07-12T12:12:33.670967+00:00,2024,72.44,2024,-31.04,0,6,150,33,21,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,3793,105469000,,,
2924504,2,3,38.33,730.67,2.5,4.17,15.0,25.83,18.33,20.0,10.0,3.33,0.83,2026-07-12T12:12:33.670967+00:00,2024,72.46,2024,-34.129999999999995,0,22,931,143,51,0.9444444444444443,1.0,0.1111111111111111,0.8888888888888887,0.16666666666666669,0.11111111111111113,0.2777777777777778,15146,285213000,,,
5213053,2,3,80.0,765.95,0.0,3.33,3.33,3.33,13.33,30.0,43.33,3.33,0.0,2026-07-12T12:12:33.670967+00:00,2024,68.83,2024,11.170000000000002,1,9,165,36,10,1.0,1.0,0.375,0.625,0.25,0.125,0.12500000000000003,2633,179168000,,,
3117207,2,3,76.67,760.05,3.33,3.33,0.0,3.33,23.33,30.0,30.0,3.33,3.33,2026-07-12T12:12:33.670967+00:00,2024,61.58,2024,15.090000000000003,1,3,145,32,10,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2837,78790000,,,
3300159,2,3,68.41,754.14,1.14,3.24,8.68,1.07,25.12,33.07,19.87,3.33,4.47,2026-07-12T12:12:33.670967+00:00,2024,62.76,2024,5.649999999999999,1,15,453,92,34,1.0,1.0,1.0,1.0,0.125,0.0,0.125,11420,301129000,,,
2204550,2,3,75.0,765.54,0.0,0.0,0.0,7.14,21.19,37.86,23.81,3.33,6.67,2026-07-12T12:12:33.670967+00:00,2024,61.72,2024,13.280000000000001,1,16,348,55,19,1.0,1.0,0.0,0.9166666666666666,0.08333333333333334,0.4166666666666667,0.0,4350,60294000,,,
4200101,2,3,59.88,748.57,2.22,3.32,2.89,14.81,24.0,27.64,20.49,3.34,1.28,2026-07-12T12:12:33.670967+00:00,2024,67.3,2024,-7.419999999999995,0,12,1198,241,92,1.0,1.0,0.0,1.0,0.6666666666666666,0.33333333333333337,0.5,17736,1085858000,,,
3300209,2,3,55.89,740.68,3.5,6.78,7.95,6.15,27.92,29.03,14.85,3.34,0.48,2026-07-12T12:12:33.670967+00:00,2024,55.66,2024,0.23000000000000398,1,150,8424,1590,659,1.0,1.0,0.638095238095238,0.5047619047619047,0.24761904761904768,0.2285714285714286,0.3142857142857144,137773,13156181000,,,
4118204,2,3,61.71,746.28,1.17,3.42,8.02,9.13,25.77,33.56,14.98,3.34,0.6,2026-07-12T12:12:33.670967+00:00,2024,64.89,2024,-3.1799999999999997,0,75,8325,1604,700,1.0,1.0,0.864864864864865,0.8783783783783784,0.21621621621621626,0.3648648648648649,0.3648648648648649,149819,15291703000,,,
2607653,2,3,43.31,728.65,2.7,9.98,15.91,19.76,13.65,23.34,10.48,3.35,0.82,2026-07-12T12:12:33.670967+00:00,2024,53.71,2024,-10.399999999999999,0,19,1692,331,77,1.0,1.0,0.6315789473684211,0.6842105263157895,0.21052631578947367,0.10526315789473684,0.2105263157894737,36626,586823000,,,
5006002,2,3,56.52,738.59,4.58,7.56,9.35,8.55,20.94,28.99,15.68,3.35,1.01,2026-07-12T12:12:33.670967+00:00,2024,43.79,2024,12.730000000000004,1,11,1957,399,129,0.1111111111111111,1.0,0.5555555555555556,1.0,0.0,0.11111111111111113,0.6666666666666666,23054,2592615000,,,
3101508,2,3,55.1,741.18,1.69,8.76,12.08,10.7,14.61,29.39,17.88,3.35,1.54,2026-07-12T12:12:33.670967+00:00,2024,70.71,2024,-15.609999999999992,0,18,1555,291,104,1.0,1.0,0.9285714285714285,1.0,0.42857142857142855,0.3571428571428571,0.2857142857142857,31333,1045759000,,,
1101484,2,3,78.36,760.85,0.0,1.67,2.56,7.03,20.97,43.92,14.03,3.35,6.46,2026-07-12T12:12:33.670967+00:00,2024,57.76,2024,20.6,1,3,303,62,19,1.0,1.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,5605,177906000,,,
2205581,2,3,44.87,734.11,3.85,9.37,12.48,20.36,12.67,18.13,17.89,3.36,1.89,2026-07-12T12:12:33.670967+00:00,2024,11.95,2024,32.92,1,22,362,68,30,1.0,1.0,0.0,1.0,0.0,0.0,0.4,5009,100849000,,,
2804706,2,3,58.77,746.49,0.0,4.92,3.28,14.84,33.11,23.44,17.05,3.36,0.0,2026-07-12T12:12:33.670967+00:00,2024,26.18,2024,32.59,1,9,391,89,21,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6404,115910000,,,
2604502,2,3,58.51,744.67,1.2,5.91,4.94,19.9,15.82,29.18,18.89,3.36,0.8,2026-07-12T12:12:33.670967+00:00,2024,59.42,2024,-0.9100000000000037,0,15,1358,257,91,0.9166666666666666,1.0,0.5833333333333333,1.0,0.4166666666666667,0.08333333333333333,0.16666666666666669,21224,325129000,,,
4112702,2,3,60.93,744.18,2.24,4.55,4.64,8.18,31.65,33.23,12.16,3.36,0.0,2026-07-12T12:12:33.670967+00:00,2024,65.3,2024,-4.369999999999997,0,6,785,147,64,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,11971,301470000,,,
4104253,2,3,57.97,742.37,3.55,5.61,8.78,10.65,20.05,29.38,17.2,3.37,1.39,2026-07-12T12:12:33.670967+00:00,2024,63.18,2024,-5.210000000000001,0,13,1714,387,108,1.0,1.0,0.6923076923076923,1.0,0.30769230769230765,0.07692307692307691,0.3846153846153846,31555,700583000,,,
3121209,2,3,68.3,753.17,2.25,2.25,11.51,7.93,13.44,29.74,25.01,3.37,4.5,2026-07-12T12:12:33.670967+00:00,2024,79.34,2024,-11.040000000000006,0,7,499,103,29,1.0,1.0,0.8571428571428572,1.0,0.28571428571428575,0.14285714285714285,0.4285714285714286,8760,355640000,,,
2108256,2,3,57.92,739.87,1.96,3.61,12.63,10.98,24.1,34.6,8.28,3.37,0.47,2026-07-12T12:12:33.670967+00:00,2024,68.13,2024,-10.209999999999994,0,105,2211,427,131,0.9367088607594934,1.0,0.1265822784810127,0.7215189873417719,0.012658227848101266,0.0,0.0379746835443038,24917,225795000,,,
3303708,2,3,51.96,736.21,3.59,9.58,7.0,8.11,28.69,26.81,12.83,3.39,0.0,2026-07-12T12:12:33.670967+00:00,2024,54.89,2024,-2.9299999999999997,0,32,2464,481,149,1.0,1.0,0.8275862068965518,1.0,0.20689655172413796,0.31034482758620696,0.3448275862068965,44467,1399157000,,,
4304705,2,3,42.0,730.8472,4.96,9.06,13.56,16.27,22.29,16.5,11.43,3.4,2.54,2026-07-12T12:12:33.670967+00:00,2024,66.52,2024,-24.519999999999996,0,29,1572,308,126,1.0,1.0,0.14285714285714288,1.0,0.32142857142857145,0.39285714285714285,0.46428571428571425,63638,3744967000,,,
2105401,2,3,60.47,747.64,1.55,2.44,7.43,12.34,24.76,29.85,17.07,3.4,1.16,2026-07-12T12:12:33.670967+00:00,2024,57.76,2024,2.710000000000001,1,149,5306,1010,201,0.9777777777777779,1.0,0.02222222222222223,0.833333333333333,0.12222222222222222,0.06666666666666667,0.03333333333333334,62269,889928000,,,
2906105,2,3,29.55,718.76,2.27,11.36,21.59,20.45,20.45,14.77,5.68,3.41,0.0,2026-07-12T12:12:33.670967+00:00,2024,43.85,2024,-14.3,0,25,721,142,54,1.0,1.0,0.4210526315789474,0.6315789473684211,0.0,0.0,0.10526315789473684,10612,110069000,,,
4318705,2,3,37.2,726.1185,5.05,9.5,15.25,18.82,19.65,15.82,11.32,3.41,1.17,2026-07-12T12:12:33.670967+00:00,2024,60.83,2024,-23.629999999999995,0,51,10702,2025,666,1.0,1.0,1.0,1.0,0.84,0.7,0.6600000000000001,225669,11740913000,,,
4314605,2,3,42.8,739.2432,6.81,0.0,10.22,16.85,26.7,16.49,13.08,3.41,6.45,2026-07-12T12:12:33.670967+00:00,2024,63.34,2024,-20.540000000000006,0,17,345,58,62,1.0,1.0,0.09090909090909091,1.0,0.0,0.09090909090909093,0.18181818181818185,17792,744361000,,,
2915502,2,3,34.09,723.03,2.27,7.95,19.32,25.0,18.18,17.05,6.82,3.41,0.0,2026-07-12T12:12:33.670967+00:00,2024,41.18,2024,-7.089999999999996,0,46,1262,200,67,1.0,1.0,0.45454545454545453,0.8484848484848486,0.030303030303030304,0.12121212121212123,0.030303030303030304,19249,382795000,,,
1504455,2,3,48.44,731.95,4.49,11.0,11.66,9.16,20.88,28.94,10.47,3.41,0.0,2026-07-12T12:12:33.670967+00:00,2024,54.08,2024,-5.640000000000001,0,37,2551,475,100,1.0,1.0,0.0,0.8333333333333335,0.19444444444444445,0.027777777777777776,0.16666666666666669,28633,1140469000,,,
4115101,2,3,52.21,740.41,2.06,7.27,8.19,13.69,18.47,32.99,13.03,3.41,0.87,2026-07-12T12:12:33.670967+00:00,2024,65.33,2024,-13.119999999999997,0,5,707,131,31,1.0,1.0,0.8,1.0,0.4,0.0,0.6,9934,403957000,,,
3151107,2,3,66.15,746.77,1.07,5.28,10.37,8.37,18.82,33.77,17.96,3.41,0.97,2026-07-12T12:12:33.670967+00:00,2024,65.52,2024,0.6300000000000097,1,7,544,104,36,1.0,1.0,1.0,1.0,0.0,0.8333333333333334,0.8333333333333334,11408,707928000,,,
2506400,2,3,27.02,720.48,3.49,13.35,13.61,28.94,17.2,12.4,6.54,3.42,1.05,2026-07-12T12:12:33.670967+00:00,2024,41.85,2024,-14.830000000000002,0,20,848,140,51,0.6470588235294119,1.0,0.058823529411764705,0.8823529411764705,0.11764705882352941,0.058823529411764705,0.11764705882352941,14133,201227000,,,
4316402,2,3,34.1,727.2097,3.45,5.9,15.03,27.96,18.17,18.71,6.32,3.42,1.04,2026-07-12T12:12:33.670967+00:00,2024,41.94,2024,-7.839999999999996,0,37,721,157,33,0.923076923076923,1.0,0.5384615384615384,0.7692307692307692,0.5384615384615384,0.38461538461538464,0.15384615384615385,37700,1498313000,,,
4304101,2,3,33.9,731.072,3.04,3.04,22.04,15.57,29.29,13.32,3.43,3.43,6.86,2026-07-12T12:12:33.670967+00:00,2024,33.67,2024,0.22999999999999687,1,2,134,35,8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,3693,105020000,,,
4314050,2,3,37.8,725.9024,5.58,9.54,13.06,21.75,18.53,16.95,9.66,3.43,1.49,2026-07-12T12:12:33.670967+00:00,2024,61.51,2024,-23.71,0,30,3582,687,209,0.9655172413793103,1.0,0.7931034482758622,0.8965517241379308,0.6206896551724137,0.37931034482758624,0.5172413793103449,53555,1725746000,,,
1501907,2,3,51.61,737.08,3.86,7.51,9.06,6.1,29.23,27.77,13.03,3.43,0.0,2026-07-12T12:12:33.670967+00:00,2024,56.12,2024,-4.509999999999998,0,81,2404,459,92,1.0,1.0,0.0,0.515625,0.015625,0.015625,0.12499999999999999,25112,688320000,,,
3305158,2,3,76.78,757.43,1.49,2.03,2.36,3.63,22.78,39.46,23.77,3.43,1.06,2026-07-12T12:12:33.670967+00:00,2024,72.76,2024,4.019999999999996,1,14,1380,284,100,1.0,1.0,0.6153846153846153,1.0,0.46153846153846156,0.07692307692307691,0.6153846153846153,22799,941645000,,,
4312500,2,3,40.8,728.3083,5.09,7.77,10.85,28.45,12.47,19.1,11.75,3.44,1.08,2026-07-12T12:12:33.670967+00:00,2024,56.1,2024,-15.300000000000004,0,12,642,120,56,1.0,1.0,0.5,1.0,0.16666666666666666,0.25,0.3333333333333333,12346,494341000,,,
4215505,2,3,57.41,741.88,3.52,7.04,4.82,12.28,26.27,25.68,16.52,3.44,0.43,2026-07-12T12:12:33.670967+00:00,2024,68.59,2024,-11.180000000000007,0,12,1276,249,72,1.0,1.0,1.0,1.0,0.7777777777777778,0.3333333333333333,1.0,15764,672250000,,,
4209151,2,3,52.77,744.34,3.44,5.11,3.57,18.54,19.96,27.17,18.77,3.44,0.0,2026-07-12T12:12:33.670967+00:00,2024,43.68,2024,9.090000000000003,1,9,413,80,18,1.0,1.0,0.14285714285714288,1.0,0.28571428571428575,0.2857142857142857,0.7142857142857143,6307,171772000,,,
2517407,2,3,64.73,748.99,0.0,3.44,8.82,14.19,17.63,35.27,13.76,3.44,3.44,2026-07-12T12:12:33.670967+00:00,2024,80.0,2024,-15.269999999999996,0,2,159,28,10,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2310,35337000,,,
2500304,2,3,28.48,722.38,3.13,10.55,15.29,24.51,22.62,12.12,8.33,3.45,0.0,2026-07-12T12:12:33.670967+00:00,2024,38.31,2024,-9.830000000000002,0,32,2023,399,97,1.0,1.0,0.37499999999999994,1.0,0.15625000000000003,0.06250000000000001,0.15625,26774,367232000,,,
4304408,2,3,42.2,730.6361,5.85,6.51,11.04,17.91,23.24,19.26,11.81,3.45,0.93,2026-07-12T12:12:33.670967+00:00,2024,78.87,2024,-36.67,0,26,2056,385,170,0.9565217391304346,1.0,0.826086956521739,0.9565217391304346,0.5652173913043479,0.13043478260869565,0.391304347826087,50613,1959719000,,,
2104800,2,3,45.8,732.8,4.06,7.96,11.68,15.6,20.12,23.13,13.71,3.45,0.29,2026-07-12T12:12:33.670967+00:00,2024,48.35,2024,-2.5500000000000043,0,159,6697,1244,498,1.0,1.0,0.03759398496240602,0.7669172932330827,0.007518796992481213,0.007518796992481204,0.07518796992481203,76578,1415488000,,,
3305307,2,3,49.68,736.9,0.0,4.79,23.54,7.14,25.52,23.37,8.82,3.45,3.36,2026-07-12T12:12:33.670967+00:00,2024,66.38,2024,-16.699999999999996,0,20,545,105,46,1.0,1.0,0.5454545454545454,0.7272727272727272,0.7272727272727272,0.36363636363636365,0.0909090909090909,7999,272845000,,,
2209658,2,3,36.86,730.93,3.53,5.25,7.06,28.0,19.29,26.27,7.14,3.45,0.0,2026-07-12T12:12:33.670967+00:00,2024,40.51,2024,-3.6499999999999986,0,8,438,88,52,1.0,1.0,0.0,1.0,0.0,0.0,0.14285714285714285,5703,68222000,,,
2505600,2,3,72.15,760.06,3.45,0.0,0.0,7.16,24.4,43.5,10.88,3.45,7.16,2026-07-12T12:12:33.670967+00:00,2024,32.22,2024,39.93000000000001,1,12,282,42,18,1.0,1.0,0.19999999999999998,0.8,0.0,0.19999999999999998,0.09999999999999999,6431,75548000,,,
4323804,2,3,37.9,727.9247,3.2,11.4,16.09,16.58,19.14,16.61,11.69,3.46,1.83,2026-07-12T12:12:33.670967+00:00,2024,60.68,2024,-22.78,0,9,1303,243,86,1.0,1.0,0.5555555555555556,1.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,16907,914704000,,,
4212304,2,3,40.02,729.76,5.9,7.7,11.07,12.71,29.27,21.32,6.86,3.46,1.7,2026-07-12T12:12:33.670967+00:00,2024,65.85,2024,-25.82999999999999,0,10,667,139,45,1.0,1.0,0.0,1.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,9661,417795000,,,
4310306,2,3,48.3,745.0464,0.0,0.0,3.44,34.45,20.69,27.59,6.91,3.46,3.46,2026-07-12T12:12:33.670967+00:00,2024,80.0,2024,-31.700000000000003,0,3,170,35,12,1.0,1.0,0.33333333333333337,1.0,0.6666666666666666,0.0,0.3333333333333333,4245,164900000,,,
2614204,2,3,74.49,760.87,0.57,0.58,0.0,7.08,22.69,37.83,25.52,3.46,2.27,2026-07-12T12:12:33.670967+00:00,2024,63.56,2024,10.929999999999993,1,33,2132,381,85,0.8999999999999998,1.0,0.5333333333333334,0.8999999999999997,0.16666666666666666,0.03333333333333333,0.16666666666666666,39233,861417000,,,
4101309,2,3,88.26,764.53,0.0,1.2,2.11,0.0,14.75,52.86,24.58,3.46,1.04,2026-07-12T12:12:33.670967+00:00,2024,80.0,2024,8.260000000000005,1,5,477,100,38,1.0,1.0,0.2,1.0,0.6,0.8,0.6,7071,282611000,,,
3119609,2,3,59.91,736.4,4.91,14.12,14.12,0.0,11.86,23.92,24.13,3.47,3.47,2026-07-12T12:12:33.670967+00:00,2024,80.0,2024,-20.090000000000003,0,8,161,31,17,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,2799,72440000,,,
3303906,2,3,64.81,745.88,3.32,5.78,6.42,4.2,24.45,33.52,18.36,3.47,0.47,2026-07-12T12:12:33.670967+00:00,2024,65.4,2024,-0.5900000000000034,0,190,14001,2640,926,1.0,1.0,0.8531073446327688,0.9943502824858754,0.016949152542372885,0.21468926553672316,0.2994350282485877,294983,19907335000,,,
2104552,2,3,67.46,750.59,1.04,2.52,4.88,11.19,22.76,34.71,18.14,3.47,1.29,2026-07-12T12:12:33.670967+00:00,2024,80.0,2024,-12.540000000000006,0,16,1615,330,77,1.0,1.0,0.0,1.0,0.125,0.0,0.125,18908,448007000,,,
4126504,2,3,61.98,746.07,1.07,5.25,5.6,8.8,23.31,41.28,11.23,3.47,0.0,2026-07-12T12:12:33.670967+00:00,2024,68.91,2024,-6.93,0,5,857,162,65,1.0,1.0,1.0,1.0,1.0,0.8,0.6,16183,863931000,,,
2928208,2,3,38.7,731.0,0.87,6.09,18.26,19.13,22.17,18.26,11.3,3.48,0.43,2026-07-12T12:12:33.670967+00:00,2024,37.01,2024,1.6900000000000048,1,33,1494,297,95,1.0,1.0,0.0909090909090909,0.9545454545454544,0.0,0.13636363636363635,0.13636363636363635,25520,426643000,,,
4217709,2,3,49.72,740.97,4.7,5.13,4.26,15.85,25.43,23.55,15.66,3.49,1.94,2026-07-12T12:12:33.670967+00:00,2024,67.39,2024,-17.67,0,19,1494,278,127,1.0,1.0,0.47368421052631576,1.0,0.6842105263157895,0.368421052631579,0.4210526315789474,31397,1304359000,,,
2103505,2,3,49.9,738.25,1.93,3.82,12.22,15.84,22.67,28.78,10.26,3.49,0.99,2026-07-12T12:12:33.670967+00:00,2024,62.9,2024,-13.0,0,71,2705,524,162,0.9830508474576269,1.0,0.0,0.9152542372881355,0.10169491525423731,0.1864406779661017,0.05084745762711864,41745,729810000,,,
2804201,2,3,35.07,719.36,10.32,14.72,5.95,14.18,26.05,19.52,5.75,3.5,0.0,2026-07-12T12:12:33.670967+00:00,2024,31.99,2024,3.080000000000002,1,9,919,186,37,0.6666666666666666,1.0,0.22222222222222227,0.8888888888888888,0.11111111111111113,0.0,0.0,14732,337201000,,,
2919702,2,3,44.74,732.25,3.51,6.14,12.28,19.3,17.54,28.07,9.65,3.51,0.0,2026-07-12T12:12:33.670967+00:00,2024,54.13,2024,-9.39,0,16,1108,218,76,1.0,1.0,0.8,0.8666666666666666,0.06666666666666667,0.0,0.0,22596,269681000,,,
2603454,2,3,57.57,738.78,5.0,6.55,9.27,11.82,17.7,29.07,16.5,3.51,0.58,2026-07-12T12:12:33.670967+00:00,2024,62.2,2024,-4.630000000000003,0,28,6565,1259,254,1.0,1.0,0.4642857142857143,1.0,0.5,0.0,0.14285714285714285,155771,2436552000,,,
2605707,2,3,51.67,739.67,3.53,1.72,7.46,19.92,21.82,30.53,11.51,3.51,0.0,2026-07-12T12:12:33.670967+00:00,2024,40.31,2024,11.36,1,47,1904,323,77,1.0,1.0,0.2820512820512821,0.641025641025641,0.17948717948717954,0.0,0.07692307692307691,31627,583259000,,,
1501501,2,3,65.29,746.46,2.15,3.81,10.67,5.11,23.26,32.16,18.92,3.51,0.41,2026-07-12T12:12:33.670967+00:00,2024,63.8,2024,1.490000000000009,1,37,5270,1067,234,1.0,1.0,0.027777777777777776,1.0,0.0,0.027777777777777783,0.1388888888888889,68191,3338145000,,,
2515609,2,3,48.92,733.23,10.1,10.25,6.73,13.61,17.43,17.43,17.43,3.52,3.52,2026-07-12T12:12:33.670967+00:00,2024,24.28,2024,24.64,1,8,187,34,12,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3162,47507000,,,
2405009,2,3,39.09,726.57,5.38,13.82,10.52,17.3,17.28,18.7,11.84,3.52,1.64,2026-07-12T12:12:33.670967+00:00,2024,52.38,2024,-13.29,0,8,336,60,19,1.0,1.0,0.5,1.0,0.8333333333333334,0.16666666666666669,0.16666666666666669,8051,100644000,,,
1714880,2,3,40.7,732.87,2.2,8.28,10.77,22.39,18.59,20.67,12.39,3.53,1.18,2026-07-12T12:12:33.670967+00:00,2024,32.67,2024,8.030000000000001,1,9,884,186,45,1.0,1.0,0.0,1.0,0.125,0.625,0.125,10609,442504000,,,
1101609,2,3,78.73,758.18,0.0,1.87,2.7,7.8,19.53,41.72,21.17,3.53,1.68,2026-07-12T12:12:33.670967+00:00,2024,55.53,2024,23.200000000000003,1,7,520,127,23,1.0,1.0,0.0,1.0,0.0,0.5714285714285714,0.7142857142857143,8540,307754000,,,
2933307,2,3,42.75,732.58,2.23,6.69,14.37,18.37,21.41,20.74,12.49,3.54,0.18,2026-07-12T12:12:33.670967+00:00,2024,53.11,2024,-10.36,0,224,18376,3476,502,0.9459459459459457,1.0,0.5270270270270271,0.9527027027027027,0.0945945945945946,0.006756756756756759,0.09459459459459461,394024,12666571000,,,
2921104,2,3,46.9,736.59,3.1,3.54,12.83,15.04,24.34,23.89,13.72,3.54,0.0,2026-07-12T12:12:33.670967+00:00,2024,56.17,2024,-9.270000000000003,0,35,1629,313,120,0.6666666666666666,1.0,0.42424242424242425,1.0,0.3030303030303031,0.15151515151515152,0.09090909090909091,22925,505592000,,,
1504000,2,3,47.82,732.02,4.75,9.01,15.02,8.3,21.72,24.76,12.14,3.54,0.76,2026-07-12T12:12:33.670967+00:00,2024,52.92,2024,-5.100000000000001,0,50,2849,465,176,0.8000000000000003,0.2800000000000001,0.04000000000000002,0.32,0.039999999999999994,0.019999999999999997,0.06,31778,601991000,,,
5004106,2,3,64.58,752.72,0.63,0.0,8.53,10.23,26.87,26.76,20.42,3.54,3.02,2026-07-12T12:12:33.670967+00:00,2024,52.3,2024,12.280000000000001,1,4,816,177,40,1.0,1.0,0.33333333333333337,1.0,0.0,0.3333333333333333,0.3333333333333333,10135,477600000,,,
3144300,2,3,57.67,742.99,4.62,6.26,9.01,12.41,13.74,26.82,21.96,3.54,1.65,2026-07-12T12:12:33.670967+00:00,2024,56.6,2024,1.0700000000000003,1,22,575,117,43,1.0,1.0,0.923076923076923,1.0,0.3846153846153846,0.07692307692307691,0.15384615384615385,35554,1074889000,,,
4120101,2,3,76.84,763.5,0.0,1.67,0.0,3.48,26.84,38.28,24.53,3.54,1.67,2026-07-12T12:12:33.670967+00:00,2024,71.41,2024,5.430000000000007,1,4,298,58,22,1.0,1.0,1.0,1.0,0.25,0.0,0.75,4099,391662000,,,
3134301,2,3,73.75,758.79,0.0,0.0,3.54,9.79,19.58,40.0,20.0,3.54,3.54,2026-07-12T12:12:33.670967+00:00,2024,62.66,2024,11.090000000000003,1,4,198,32,14,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,6845,110967000,,,
3160306,2,3,65.72,749.44,1.94,1.08,8.29,8.78,19.09,43.01,13.29,3.54,0.98,2026-07-12T12:12:33.670967+00:00,2024,65.75,2024,-0.030000000000001137,0,26,645,136,25,0.375,1.0,0.5,0.5,0.0,0.0,0.25000000000000006,10397,131044000,,,
5007208,2,3,52.67,736.65,4.54,7.51,10.54,13.33,18.41,24.42,16.67,3.55,1.03,2026-07-12T12:12:33.670967+00:00,2024,46.43,2024,6.240000000000002,1,21,2682,602,175,0.380952380952381,1.0,0.33333333333333337,1.0,0.23809523809523814,0.19047619047619047,0.5714285714285714,39936,3833911000,,,
